image_path,plant,class,label,folder
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_213954.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_123613 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (364).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (557).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_162123 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (535).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_140344 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(303).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\Healthy(200).jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1196).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (187).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(238).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (298).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_211931.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_204450.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\Healthy(106).jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (480).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_140614 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Anthracnose\Anthracnose (33).jpg,Guava,Anthracnose,1,Guava_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\Healthy(32).jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_215023.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_222628.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_144149.jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose_increased_98.png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_144146.jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (56).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (955).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_164422 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_140526 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (155).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(25).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(190).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_160908 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_205301.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Anthracnose\Anthracnose (188).jpg,Guava,Anthracnose,1,Guava_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (61).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_134654 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_213542.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\Healthy(46).jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_220457.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_212643.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (1393).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1097).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1239).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_161808 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_214331.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(199).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\20211011_134626 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose_decreased_7.png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_212200.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_160930 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose_increased_111.png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_144051.jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_121.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Anthracnose\Anthracnose (145).jpg,Guava,Anthracnose,1,Guava_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_153247 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_123933 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\Healthy(177).jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_162021 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(243).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (674).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (97).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_215548.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_43.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(270).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (687).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_215446.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_65.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (71).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (345).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1055).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1262).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1474).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_221135.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Anthracnose\Anthracnose (225).jpg,Guava,Anthracnose,1,Guava_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_212600.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_161027 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose_increased_31.png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose_increased_76.png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_214109.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_222831.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose_increased_29.png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(29).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (251).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (80).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_130002 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_280.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(1).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_220423.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_54.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (166).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_222307.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose_increased_61.png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(185).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_161840 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\IMG20241024094452_rotated_90.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Anthracnose\Anthracnose (91).jpg,Guava,Anthracnose,1,Guava_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_123639 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_1.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_210836.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_221941.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_212515.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose_increased_60.png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (1338).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_215245.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_215248.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (388).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_222623__01.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_222900.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\Healthy(127).jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_211946.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\Healthy(42).jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose_decreased_38.png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_211752.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_212049.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_63.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_214100.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (592).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Papaya_Healthy\063f86c8-7d9e-4d6b-8df4-723dab64d9b7.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (517).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(120).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_162257 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1011).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (173).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose_decreased_14.png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_124945 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_213249.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\20211011_134117 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (544).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(132).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose_increased_94.png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_212404.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_205401.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_204519.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (1496).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_124012 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_144345_2.jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_123327 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_144210.jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Anthracnose\Anthracnose (190).jpg,Guava,Anthracnose,1,Guava_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_31.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (145).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\20211011_170712 - Copy - Copy - Copy (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (331).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (528).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_221930.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_155737 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_213.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Healthy\Healthy(153).jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_153453 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_144246.jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_222437.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_144154_2.jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(98).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_212109.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_242.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_152949 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_213032.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_222507.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (386).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1255).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_204420.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(176).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_220609.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_51.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_144226_1.jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_220932.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\20211008_124253 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_160920 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (280).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\20211011_160144 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (321).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_213352.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (245).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(125).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_214946.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (426).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_204412.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\20211008_125118 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_210318.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (1486).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\20211011_134623 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_160039 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose_increased_34.png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (329).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_125156 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_215019.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (207).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_166.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Healthy\c9a10ac5-0017-477b-ba23-d9a9f08979f3.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1415).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_213716.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_222748.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (507).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_18.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (972).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\20211011_171145 - Copy - Copy - Copy (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_144318.jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(209).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (50).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_161.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Anthracnose\Anthracnose (29).jpg,Guava,Anthracnose,1,Guava_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_212411.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Anthracnose\Anthracnose (141).jpg,Guava,Anthracnose,1,Guava_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_222523.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1451).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(273).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(344).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (1217).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (998).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (636).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1230).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_210358.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(84).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_221242.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_215204.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_210619.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_210326.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Anthracnose\Anthracnose (1).jpg,Guava,Anthracnose,1,Guava_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(196).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_214852.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_204540.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (391).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_211916.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Anthracnose\Anthracnose (102).jpg,Guava,Anthracnose,1,Guava_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(184).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_144215.jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_192.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_144358.jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_130213 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose_increased_2.png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_215135.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_220553.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_116.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_215500.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_144143_1.jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_214705.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_213327.jpg,Mango,Healthy,0,Mango_Healthy
